N,P,K,temperature,humidity,ph,rainfall,label
-0.9090430621756572,-1.132945933075549,-0.67439783510009,-1.8211996506422505,0.9299596369437849,0.20168815928545347,-0.009454653545945503,rice
-0.3671689632821016,0.7773962446449685,-0.5756546742798766,0.38075404050936856,-0.09586863666690762,0.8716671153633567,-0.61978920295053,rice
-1.179980111622435,0.5954588943858716,-0.45716288129562055,0.3764099385951061,-0.37511658251775987,1.0579180610789876,-1.060229213653564,rice
1.3668281531772764,0.5044902192563231,-0.002944341522639078,-0.050498084404571736,0.1594947229091937,-0.5903411439175681,0.23822507053613168,rice
-1.3696360462351795,-1.1026230413656994,-0.3584197204754072,1.9473282519500084,-1.0561901755899141,-0.24600120330544403,-0.10324575683887446,rice
0.44564218505823183,-0.071644723230817,-0.4769115134596632,-0.41742701900729634,-0.45651791250806445,-1.1441617239633235,-0.7040697048574718,rice
-0.4484500781161349,2.6270926389457867,2.9593504830837616,-0.7727404975839953,0.9865011565803256,-0.9276404549853874,0.21320034647070052,rice
-1.1528864066777573,-0.9206856911066025,-0.20043066316306582,-1.247419083896574,0.7051490868332534,0.6926300669918379,0.03663610588187128,rice
-1.3696360462351795,-0.9813314745263014,-0.31892245614732184,2.031034890723863,-0.7737243304142025,-0.05084333527919557,-0.2050460318358416,rice
2.233826711406965,-0.19293629007021493,-0.4769115134596632,-0.23978893911223523,0.3466295468374561,0.9845985240177159,-0.23043431098454137,rice
-0.39426266822677936,-0.31422785690961286,-0.5361574099517913,0.5425969820097866,0.6010032435190344,0.8671374279042307,-0.9196927801231638,rice
-0.9090430621756572,0.32255286899722624,-0.5954033064439193,2.199390877995093,-0.5940938794657555,-0.5041545845426885,0.38472681686524457,rice
-0.3671689632821016,0.3831986524169252,0.7277550485469398,-0.9253137728876379,-2.361714952114442,-0.017229581144609096,-0.46217368456189145,rice
-1.1528864066777573,2.020634804748797,3.01859637957589,-0.874959851980687,0.8829146622595816,-0.19169708095107468,0.34160271755580623,
1.8274211372367986,-0.4051965320391613,-0.2596765596551938,0.14500426139477723,-0.5829292400231143,1.2803614512565724,0.32932348758210567,rice
-1.2070738165671129,0.3831986524169252,-0.6546492029360473,1.8400629642337827,-1.8456251845283056,-0.15983479483558524,1.0155686006676117,rice
1.041703693841143,-0.010998939811118037,-0.08193887017880977,-0.14405959093061307,0.019557971203770935,1.0988594155125972,0.8514960171986439,rice
0.9062351691177541,-0.4961652071687097,-0.12143613450689511,-0.02360369138832141,0.43365918093505895,0.2863855406729394,1.2096475286163673,rice
0.9604225790071097,-0.4051965320391613,-0.18068203099902314,0.02069388802787842,0.749518988246441,-0.3386319114781768,1.31301914788837,rice
0.25598625044548734,0.14061551873812936,0.056301554969488944,3.250484277542681,0.9632279806207751,0.4798921343090509,1.1334357191457578,rice
-0.7464808325075906,0.6561046778055706,-0.6151519386079619,-0.14656286315532133,-0.3360314290985793,0.9416286072351354,-1.0043021235110978,rice
-0.4484500781161349,2.4148323969768404,3.038345011739932,-2.034945287136141,0.3870538324443797,-0.8590252793005859,-0.5212802170454582,rice
1.041703693841143,-0.2535820734899139,-0.23992792749115116,-0.8476285488705975,0.4040201859933811,-0.0349005226090287,1.492992614856599,rice
-1.1257927017330795,-1.3148832833346458,-0.7533923637562606,-0.644163174395403,0.9901876185829864,-0.5933198268663806,-0.035438433761096726,
-1.3425423412905018,-0.16261339836036545,-0.4769115134596632,0.7367171500164087,0.6344896156014576,-0.3058345752928283,-0.8085654917901116,rice
-0.7464808325075906,-0.890362799396753,-0.31892245614732184,0.4949169650990809,-1.1372108525966742,-1.0841323433266732,-0.18493066036772418,rice
-1.071605291843724,0.747073352935119,-0.5164087777877486,-0.33948499796661286,-2.189610249109696,-0.6835866873232307,0.16740081898195788,rice
-0.312981553392746,2.2935408301374425,3.058093643903975,1.7329010957579538,0.5257325000853499,-0.7825191154431939,-0.5902832037507368,rice
-1.1257927017330795,0.11029262702827988,-0.4769115134596632,0.8446422669848446,0.8191499107541467,0.8990377502745726,-1.100512857537492,rice
-0.312981553392746,-0.9813314745263014,-0.7731409959203033,-2.450876222047435,1.012901175992159,-0.14921583783155273,0.05106769312698032,
-0.42135637317145713,0.5348131109661726,-0.6151519386079619,0.8447486372794485,-0.2303825553621389,0.5976579792589288,1.7230885435973076,rice
1.8274211372367986,1.0503022700336138,0.07605018713353161,0.5992567112021056,0.5034310403709817,-0.809444102854128,-0.08577186015014052,rice
0.44564218505823183,-0.31422785690961286,-0.18068203099902314,0.08443803962781203,0.6059321233882062,-0.6067901718255677,1.5158551792807684,rice
-0.8277619473416239,0.7167504612252695,-0.4966601456237059,1.8283583721487382,-1.466565622371343,-1.666156959496283,0.8151040566501114,rice
-0.5026374880054905,-0.8600399076869035,-0.2596765596551938,-1.4848526725185702,0.6391231729710414,-0.7451469680911209,0.06445326049443051,rice
1.529390382845343,-0.5871338822982581,-0.31892245614732184,0.22881400336573957,-0.2277086708370655,0.4013945965513821,1.3524367920711924,rice
1.881608547126154,-1.3755290667543447,-0.04244160585072442,0.7783220544402885,0.8638217549844602,0.3403557501758608,-1.3667681147140596,rice
-0.39426266822677936,0.3831986524169252,-0.6546492029360473,0.8827898494322464,-0.09585710052998161,0.25687297777096346,-0.6611396553436885,rice
-0.5297311929501682,-0.16261339836036545,-0.0621902380147671,2.996993931866976,0.9626656346038001,0.12103812180773597,0.5337742219013971,rice
-0.17751302866935714,0.11029262702827988,0.09579881929757429,3.2964726055917417,0.8550586923356844,0.5973944834297407,-0.5202730541186104,rice
-0.4484500781161349,-0.9813314745263014,-0.12143613450689511,-1.3544365126884126,0.8290131240778994,0.2316051464054191,0.13751743909866862,rice
-1.0445115868990462,0.2315841938676778,-0.5756546742798766,-1.2413820467249472,-2.126886133259883,-1.0516844803375949,-0.6361006614228351,rice
-0.2317004385587127,0.6257817860957211,0.6882577842188545,-1.2558746778893888,-2.5698369135866828,1.3903224430722079,-0.6858243736731351,rice
-0.6381060127288793,0.07996973531843041,-0.5559060421158339,0.7101449137511628,0.7023394435680692,-0.06557195899269452,-0.9450236775528045,rice
-1.2612612264564684,-0.4051965320391613,-0.5361574099517913,0.6283409938438601,0.4032420767474805,0.3309429408938218,-1.0767492014377351,
-0.39426266822677936,-0.8600399076869035,-0.2991738239832792,0.4676816522368334,-0.8154810959937644,-1.1901534105997027,-0.07005070199194917,rice
-0.39426266822677936,0.807719136354818,-0.5361574099517913,1.5864291842867992,-1.0363060505166997,0.7710476486155264,-0.05453232731163499,rice
1.5022966779006652,-1.0116543662361508,0.056301554969488944,0.8126169763614515,0.8755378000279066,-0.16401295291001936,-1.510090915190467,rice
-0.7735745374522683,-1.1026230413656994,-0.4374142491315779,0.6087660567279035,-1.0675811026614972,-2.2165026754515065,-0.06954480051906174,
-0.7735745374522683,-0.071644723230817,-0.6349005707720046,0.46410819817867366,-0.45522671607364584,2.8046179188025833,-0.6071233111634963,
-1.3425423412905018,0.68642756951542,-0.5756546742798766,-0.2826043722929697,-1.1139129362553037,0.2585412690265715,1.3444888300335796,rice
1.177172218564532,-1.4664977418838931,0.13529608362565965,0.5865014904868227,0.9169602202535536,-0.496015355882295,-1.3937333720434997,
0.41854848011355406,-0.010998939811118037,-0.1411847666709378,-0.10678479560439068,0.40622729635070476,1.6922974670662334,2.794389402856686,rice
-1.2070738165671129,-0.708425449137656,-0.16093339883498045,-0.5621398315586092,0.8973192611147627,-0.13971432682970017,0.06374024091606123,rice
0.9875162839517875,-0.9813314745263014,0.07605018713353161,0.34258810977379184,1.0247392507933828,-0.5193001014282351,-1.3877508599622361,rice
-0.936136767120335,0.7167504612252695,-0.5164087777877486,1.1591774365569378,-1.6102528675246917,0.13535123649613923,-0.05308566423080181,rice
-0.3671689632821016,2.202572155007894,2.9198532187556765,-0.39826810744961183,0.8757992477607547,-1.128293749572861,0.0675057450381985,
-0.3400752583374238,-0.5264880988785592,-0.5361574099517913,0.4766885620187045,0.6021359395959581,0.11229929386998702,-1.2256279423773888,rice
0.7165792345050096,-0.5264880988785592,-0.22017929532710848,0.2505047851152123,0.4482982030957766,-0.4308150232303634,1.658231208965275,rice
-0.8277619473416239,0.47416732754647367,-0.6546492029360473,-0.4293521500496953,-2.1883177507154357,-0.691871459487988,0.07189015798024113,
-0.5839186028395238,2.384509505266991,3.0778422760680177,-0.4990988189930539,0.8420640369188829,-0.4817076498353413,0.08650336024347434,rice
0.9333288740624319,-0.4961652071687097,-0.18068203099902314,-0.21498971754788324,0.5056472595053196,-0.13614668095219712,2.2060258411969382,rice
-0.3671689632821016,-0.708425449137656,-0.2794251918192365,0.37981126757719064,-0.8017648358490725,0.4242897144231763,-0.07479309325868207,rice
0.4998295949475874,0.41352154412677466,0.07605018713353161,0.41544794337919283,1.0313692867562758,0.462449626202472,-0.3755156595245043,
-0.42135637317145713,-0.071644723230817,-0.6151519386079619,0.6287382207522695,-0.9721859637105742,-3.761696870296868,-1.1394537563828289,rice
1.9357959570155097,0.17093841044797883,-0.5954033064439193,-0.41799582186656703,0.5459924625080371,-0.323111052969287,-0.43043020617453903,
-0.28588784844806825,-0.7993941242672046,-0.0621902380147671,-0.7814158562281052,1.0473271798601222,-0.754549915164577,0.16327540445272434,rice
-0.9090430621756572,0.5954588943858716,-0.5954033064439193,-1.2079019653879912,-1.6609608064870591,-1.081892361900559,1.7091651125885483,
-0.3400752583374238,-0.071644723230817,0.07605018713353161,1.3916496373896525,0.8674133396961833,0.5923319833991885,-0.44794610581789546,rice
-1.3696360462351795,0.41352154412677466,-0.5164087777877486,0.8305770251101728,-0.09319742659557308,0.16066743804653832,-0.9445481435887648,
0.9604225790071097,-0.5264880988785592,-0.4769115134596632,0.18441522688851747,0.06335006975790344,-0.8816817978949074,-0.5483083678795313,
-0.7735745374522683,0.565136002676022,0.7277550485469398,-1.332949582810654,-2.5079433672487115,-0.10120230667613567,-0.2721434451216159,
1.529390382845343,-0.951008582816452,0.11554745146161696,0.4700893984022797,0.8699869953272706,0.20784350084603356,-1.4895510476005411,rice
2.125451891628254,-0.19293629007021493,-0.5559060421158339,-0.23784639681604355,0.41878623909095175,-0.24240821112539349,-0.08843393210002813,
-0.6651997176735572,0.3528757607070757,-0.5164087777877486,-1.5344253739214135,-2.3678579077388187,-0.6714353206794207,0.7213416135501812,rice
-0.6110123077842016,0.6257817860957211,0.6487605198907691,-1.5019011516840552,-2.388817681663049,2.9522203708353656,-0.3908930211267769,rice
-0.6110123077842016,-0.2232591817800644,-0.6349005707720046,0.6699880979478553,0.6055647191264442,0.2516378432104536,-1.0474584110294953,
1.7190463174580874,-1.0116543662361508,-0.4374142491315779,-0.011787857991486742,-0.3958398570990393,1.0462869230300649,1.640212891639669,rice
0.7978603493390429,-1.07230014965585,-0.3386710883113645,-0.3134198926634012,-0.5675508565227811,1.0772736269915293,0.5681359926272287,rice
-0.8277619473416239,-1.4058519584641942,-0.7731409959203033,0.7626861050748629,0.9028471489860275,0.8525322633784561,0.1403033668854025,rice
1.8545148421814763,-1.4058519584641942,0.13529608362565965,0.08344201340149837,0.591051067881318,-0.5661375354544992,-1.0749541096079365,rice
-1.2612612264564684,-0.9206856911066025,-0.852135524576474,-0.5807886215946404,0.9830609047080467,1.3033147743816682,0.12502498847096138,rice
-0.7464808325075906,2.6877384223654857,2.9396018509197193,2.6566028638218566,0.47425619186651063,-0.6060086664307351,-0.6216283395616756,rice
0.9875162839517875,-0.46584231545886023,-0.37816835263944987,-0.08141586650685449,-0.6109091486169252,0.23671693292352702,0.9587989891924107,rice
-0.312981553392746,0.11029262702827988,-0.5756546742798766,0.732341866481181,-1.1478314938622054,-0.06168769240773876,1.1274305373097366,rice
-1.071605291843724,-0.7993941242672046,-0.3584197204754072,0.4108827000500575,-1.0296862729910132,-0.09658920594661594,-0.24764707297718902,rice
-1.0174178819543682,2.7483842057851846,2.9396018509197193,-0.532270872689278,1.051916846177711,-0.24459388126157278,0.04059445971004615,rice
-0.3671689632821016,-0.46584231545886023,-0.31892245614732184,1.2328069521111407,-1.1658657968185495,-1.3597719308747438,-0.2166712702970142,rice
-0.28588784844806825,-1.07230014965585,-0.10168750234285244,-1.230634186809085,0.6877657107848301,-0.9073949510790958,0.1173780643822199,rice
0.9062351691177541,-0.43551942374901076,-0.2596765596551938,-0.4817882490788403,-0.8690127684098984,0.6331717161157107,0.2520242939074332,rice
-0.936136767120335,0.07996973531843041,-0.6151519386079619,1.6165528365166342,-1.4128894723970702,1.2613246759699972,1.3313630054475365,rice
1.529390382845343,-0.9813314745263014,-0.4374142491315779,0.16525917947313606,-0.7259864848694465,0.9894391598958032,0.7502376112376326,rice
-0.6381060127288793,2.778707097495034,3.0975909082320605,-3.1897228711065733,0.4857224654836246,-0.8649139754837762,-0.6813248225607141,rice
